customerid,amount,frequency,invoicedate,recency,cluster_id
16843.0,10183.82,379,2011-10-28 09:06:00,42,0
16846.0,214.32,11,2011-10-20 13:55:00,49,0
16847.0,193.44,12,2011-10-27 13:29:00,42,0
16848.0,281.42,14,2011-10-18 08:42:00,52,0
16849.0,124.57,8,2011-06-06 09:16:00,186,2
16850.0,332.41,19,2011-01-10 11:09:00,333,2
16851.0,342.45,20,2011-12-05 13:32:00,3,0
16852.0,144.91000000000003,9,2011-11-29 13:22:00,9,0
16855.0,328.4,19,2011-11-16 12:03:00,23,0
16856.0,35.400000000000006,2,2011-11-25 08:59:00,14,0
16858.0,345.89000000000004,13,2010-12-08 14:52:00,365,2
16859.0,473.14,72,2011-08-25 14:12:00,105,0
16861.0,151.65,8,2011-10-11 09:05:00,59,0
16863.0,481.35,28,2011-11-10 15:23:00,28,0
16866.0,207.73999999999998,11,2011-07-22 10:06:00,140,2
16869.0,805.62,129,2011-11-17 12:02:00,22,0
16871.0,2761.4900000000002,139,2011-11-17 19:27:00,21,0
16872.0,680.02,7,2011-09-23 16:05:00,76,0
16873.0,7066.31,289,2011-12-05 12:05:00,4,0
16875.0,2023.47,123,2011-10-06 19:20:00,63,0
16877.0,853.72,159,2011-11-27 13:47:00,11,0
16878.0,0.0,6,2011-11-15 08:52:00,24,0
16880.0,1519.08,178,2011-11-09 11:33:00,30,0
16881.0,432.0,1,2011-10-04 10:33:00,66,0
16882.0,705.12,39,2011-10-04 10:42:00,66,0
16883.0,276.73,38,2011-06-05 12:51:00,186,2
16884.0,429.84000000000003,26,2011-11-02 11:52:00,37,0
16885.0,471.51,101,2011-11-24 13:40:00,14,0
16887.0,194.88,37,2011-11-04 14:07:00,34,0
16889.0,1578.67,135,2011-05-29 11:05:00,194,2
16891.0,809.7,203,2011-12-08 11:15:00,1,0
16892.0,496.84000000000003,101,2011-12-08 13:18:00,0,0
16893.0,145.93,45,2010-12-08 12:06:00,366,2
16895.0,219.14,69,2011-10-06 12:15:00,64,0
16897.0,213.03,44,2011-02-13 15:45:00,298,2
16898.0,444.46,163,2011-11-13 15:44:00,25,0
16899.0,1281.56,125,2011-12-02 12:03:00,7,0
16900.0,187.6900000000001,82,2011-11-28 10:50:00,11,0
16902.0,1706.88,44,2011-08-15 14:17:00,115,0
16903.0,373.24,60,2011-11-10 15:32:00,28,0
16904.0,3754.27,710,2011-12-05 13:10:00,3,0
16905.0,3085.48,209,2011-12-04 14:01:00,4,0
16906.0,579.77,93,2011-09-19 11:49:00,81,0
16907.0,981.65,151,2011-11-10 18:04:00,28,0
16909.0,364.14,19,2011-10-06 18:06:00,63,0
16910.0,1510.06,547,2011-12-05 12:51:00,3,0
16912.0,2528.67,105,2011-11-16 15:51:00,22,0
16913.0,113.44,8,2011-02-22 12:56:00,289,2
16914.0,208.46,38,2011-11-03 15:27:00,35,0
16915.0,621.6800000000001,57,2011-11-30 16:39:00,8,0
16916.0,576.26,143,2011-11-16 12:08:00,23,0
16917.0,391.52,9,2011-03-08 11:55:00,276,2
16918.0,1043.34,130,2011-10-21 12:50:00,49,0
16919.0,2596.45,327,2011-07-06 13:35:00,155,0
16921.0,169.79,60,2011-10-09 16:22:00,60,0
16923.0,6666.83,696,2011-11-27 13:00:00,11,0
16924.0,739.5,89,2011-11-18 12:53:00,20,0
16926.0,230.25,14,2010-12-03 13:42:00,370,2
16927.0,543.05,6,2011-08-16 11:10:00,115,0
16928.0,2781.5,213,2011-09-20 15:10:00,79,0
16929.0,1295.39,77,2011-12-06 08:37:00,3,0
16930.0,380.55,54,2011-11-13 16:13:00,25,0
16931.0,4604.22,898,2011-12-04 13:15:00,4,0
16932.0,161.94,53,2011-10-17 14:12:00,52,0
16933.0,530.08,49,2011-12-08 12:54:00,0,0
16934.0,950.9300000000001,62,2011-10-16 12:40:00,54,0
16936.0,262.68,57,2011-11-14 11:04:00,25,0
16938.0,1903.13,242,2011-12-01 10:20:00,8,0
16940.0,3049.88,305,2011-10-18 13:15:00,51,0
16942.0,1894.11,283,2011-11-27 12:40:00,12,0
16943.0,816.73,33,2011-05-12 11:57:00,211,2
16945.0,4345.5,249,2011-11-18 11:39:00,21,0
16947.0,406.48,21,2011-04-18 09:38:00,235,2
16948.0,435.02,19,2011-07-24 12:46:00,138,0
16949.0,1161.27,61,2011-12-06 11:07:00,3,0
16950.0,1178.56,42,2011-10-14 09:06:00,56,0
16951.0,1262.75,87,2011-08-08 13:25:00,122,0
16952.0,167.61,16,2011-08-22 13:03:00,108,0
16953.0,20.8,1,2011-11-09 15:54:00,29,0
16954.0,2085.08,54,2011-12-09 09:46:00,0,0
16955.0,493.67,26,2011-06-08 10:36:00,184,2
16956.0,292.34,18,2011-11-30 14:28:00,8,0
16957.0,416.64,16,2011-04-14 13:56:00,238,2
16959.0,117.35000000000001,7,2011-09-13 15:03:00,86,0
16960.0,507.05,101,2011-11-01 11:35:00,38,0
16961.0,234.17,14,2011-08-15 13:46:00,115,0
16963.0,110.55000000000001,7,2011-06-05 13:48:00,186,2
16965.0,201.19,26,2011-04-27 12:08:00,226,2
16966.0,2148.47,31,2011-12-01 13:40:00,7,0
16967.0,319.02,21,2011-06-03 14:24:00,188,2
16968.0,439.43,31,2011-12-05 15:02:00,3,0
16969.0,650.41,42,2011-10-31 13:12:00,38,0
16971.0,232.20999999999998,42,2011-12-07 09:15:00,2,0
16976.0,251.51999999999998,2,2011-03-17 16:33:00,266,2
16978.0,344.33,39,2011-09-23 12:50:00,77,0
16979.0,1809.05,91,2011-12-06 12:21:00,3,0
16980.0,1078.96,87,2011-03-29 16:36:00,254,2
16982.0,384.06,22,2011-10-10 12:28:00,60,0
16983.0,1920.2,149,2011-11-27 12:10:00,12,0
16984.0,4392.42,418,2011-09-22 18:21:00,77,0
16985.0,5461.62,121,2011-11-22 13:33:00,16,0
16986.0,1873.2,3,2011-11-10 11:55:00,29,0
16987.0,1625.05,129,2011-12-06 17:26:00,2,0
16988.0,126.12,7,2011-12-04 16:02:00,4,0
16989.0,1133.25,12,2011-12-02 16:39:00,6,0
16990.0,179.0,1,2011-05-05 08:30:00,218,2
16992.0,1601.8600000000001,95,2011-11-29 11:50:00,10,0
16995.0,-1.25,1,2010-12-02 17:09:00,371,2
16996.0,1427.46,41,2011-11-09 16:43:00,29,0
16997.0,702.0,12,2011-02-24 17:28:00,287,2
16998.0,287.02000000000004,6,2011-07-13 09:49:00,149,2
16999.0,484.82,23,2011-11-16 13:53:00,22,0
17001.0,3989.57,169,2011-12-09 09:38:00,0,0
17002.0,1487.78,50,2011-09-27 16:48:00,72,0
17004.0,1412.94,44,2011-10-24 14:25:00,45,0
17006.0,781.78,44,2011-12-05 12:09:00,4,0
17007.0,877.4300000000001,53,2011-10-20 10:47:00,50,0
17010.0,185.46,12,2011-11-23 11:04:00,16,0
17011.0,270.9,15,2011-11-09 13:30:00,29,0
17014.0,565.58,75,2011-12-01 14:09:00,7,0
17015.0,1842.56,217,2011-11-11 10:45:00,28,0
17017.0,8574.11,268,2011-12-07 09:32:00,2,0
17018.0,920.1,16,2011-10-30 11:42:00,40,0
17019.0,1272.61,234,2011-11-28 13:06:00,10,0
17022.0,71.0,7,2011-11-08 17:09:00,30,0
17024.0,95.85,3,2011-10-25 13:47:00,44,0
17025.0,357.77,9,2011-10-10 09:06:00,60,0
17026.0,154.82999999999998,4,2011-06-07 14:28:00,184,2
17027.0,848.59,155,2011-09-22 12:24:00,78,0
17029.0,716.0,2,2011-08-21 11:06:00,110,0
17030.0,146.87,11,2011-10-07 08:49:00,63,0
17031.0,380.35,22,2011-11-28 10:23:00,11,0
17033.0,1030.14,28,2011-09-14 14:34:00,85,0
17034.0,734.5699999999999,32,2011-11-23 15:14:00,15,0
17035.0,388.33,32,2011-04-08 11:23:00,245,2
17037.0,1253.22,77,2011-09-22 17:20:00,77,0
17038.0,112.4,22,2011-11-09 13:50:00,29,0
17040.0,449.73,15,2011-07-25 10:19:00,137,0
17041.0,1065.77,71,2011-11-13 11:21:00,26,0
17042.0,1044.3799999999999,98,2011-12-07 12:26:00,2,0
17043.0,1735.18,102,2011-11-07 15:33:00,31,0
17044.0,897.4300000000001,10,2011-12-01 08:54:00,8,0
17045.0,339.44,22,2011-08-18 17:09:00,112,0
17046.0,642.02,22,2011-07-05 14:24:00,156,2
17047.0,1100.9,65,2011-09-15 13:27:00,84,0
17048.0,864.32,48,2011-08-16 14:51:00,114,0
17049.0,5594.78,322,2011-12-07 10:48:00,2,0
17050.0,3228.84,316,2011-09-04 13:48:00,95,0
17051.0,247.14000000000001,43,2011-05-29 14:13:00,193,2
17052.0,413.75,92,2011-11-11 14:50:00,27,0
17053.0,496.38,14,2011-08-03 10:55:00,128,0
17054.0,1353.83,84,2011-11-11 12:56:00,27,0
17058.0,1179.89,62,2011-09-19 10:13:00,81,0
17059.0,3095.04,516,2011-11-10 12:27:00,29,0
17060.0,234.24,5,2011-03-18 13:27:00,265,2
17061.0,5116.13,101,2011-09-27 11:24:00,73,0
17062.0,534.47,71,2011-01-30 11:01:00,313,2
17063.0,1421.59,82,2011-12-01 08:46:00,8,0
17064.0,859.35,62,2011-10-12 10:18:00,58,0
17065.0,-112.35,1,2011-07-19 14:45:00,142,2
17068.0,4531.34,297,2011-11-27 13:14:00,11,0
17069.0,2655.2200000000003,154,2011-11-11 17:13:00,27,0
17070.0,312.14,64,2011-08-17 17:01:00,113,0
17071.0,2385.48,148,2011-12-01 09:06:00,8,0
17073.0,1446.09,174,2011-11-22 11:47:00,17,0
17075.0,813.77,80,2011-11-22 11:58:00,17,0
17076.0,841.0799999999999,25,2011-11-03 17:53:00,35,0
17078.0,378.2,28,2011-11-03 19:17:00,35,0
17079.0,118.80000000000001,2,2011-09-22 15:34:00,77,0
17080.0,285.5,9,2011-11-17 12:59:00,21,0
17081.0,290.16,64,2011-11-14 12:56:00,24,0
17082.0,2003.85,81,2011-11-06 15:17:00,32,0
17083.0,1405.78,52,2011-08-22 15:43:00,108,0
17084.0,2949.75,162,2011-11-04 14:54:00,34,0
17085.0,1555.05,189,2011-08-08 14:15:00,122,0
17086.0,2050.08,96,2011-12-02 13:54:00,6,0
17088.0,1991.01,115,2011-11-11 14:23:00,27,0
17090.0,2041.8500000000001,64,2011-12-05 13:44:00,3,0
17091.0,3802.81,198,2011-12-07 10:43:00,2,0
17092.0,1777.78,125,2011-10-20 19:51:00,49,0
17094.0,270.20000000000005,15,2011-01-25 17:24:00,317,2
17095.0,1088.2,77,2011-11-17 16:40:00,21,0
17096.0,992.6800000000001,52,2011-11-30 15:05:00,8,0
17097.0,937.92,213,2011-12-07 17:05:00,1,0
17100.0,971.74,65,2011-11-21 16:36:00,17,0
17101.0,1621.73,42,2011-11-29 13:57:00,9,0
17102.0,25.5,1,2011-03-23 10:08:00,261,2
17105.0,665.78,90,2011-07-03 15:53:00,158,2
17107.0,10380.43,421,2011-11-07 08:41:00,32,0
17109.0,869.6800000000001,121,2011-11-10 16:59:00,28,0
17110.0,163.29999999999998,12,2011-06-27 12:58:00,164,2
17111.0,248.61,30,2011-10-23 15:59:00,46,0
17114.0,747.22,135,2011-12-04 12:17:00,5,0
17115.0,806.9000000000001,43,2011-12-01 14:30:00,7,0
17117.0,116.19999999999999,9,2011-02-24 13:54:00,287,2
17118.0,157.02,10,2011-01-26 12:19:00,317,2
17119.0,593.61,38,2011-12-06 14:40:00,2,0
17120.0,307.46,18,2011-04-20 15:21:00,232,2
17122.0,138.32,7,2011-08-12 14:33:00,118,0
17123.0,345.29999999999995,9,2011-07-01 10:47:00,161,2
17124.0,298.89,32,2011-06-07 14:02:00,184,2
17125.0,259.35,40,2011-10-20 14:41:00,49,0
17126.0,991.85,262,2011-07-10 13:52:00,151,0
17128.0,157.09,14,2011-01-09 12:02:00,334,2
17131.0,2463.17,134,2011-12-04 12:52:00,4,0
17133.0,4892.240000000001,27,2011-11-24 12:27:00,15,0
17134.0,425.0,24,2011-08-25 09:53:00,106,0
17135.0,1139.73,52,2011-11-23 16:48:00,15,0
17138.0,380.5,24,2011-03-09 11:54:00,275,2
17139.0,10585.57,487,2011-11-24 10:12:00,15,0
17140.0,465.32,20,2011-04-06 13:33:00,246,2
17142.0,579.0,15,2011-04-14 18:22:00,238,2
17144.0,984.57,48,2011-12-08 17:57:00,0,0
17146.0,749.78,35,2011-08-26 12:44:00,105,0
17147.0,1679.64,85,2011-11-17 12:32:00,22,0
17148.0,124.88,9,2011-10-19 09:59:00,51,0
17152.0,1503.5,16,2011-05-29 12:19:00,194,2
17153.0,213.78,14,2011-11-15 13:42:00,23,0
17154.0,329.34,23,2011-09-25 13:42:00,74,0
17155.0,251.70000000000002,20,2011-11-22 12:38:00,17,0
17157.0,306.55,15,2011-12-02 09:10:00,7,0
17158.0,1266.97,67,2011-11-07 15:15:00,31,0
17159.0,1534.73,102,2011-11-18 10:52:00,21,0
17160.0,3518.03,229,2011-11-08 14:05:00,30,0
17162.0,1707.21,105,2011-11-11 11:34:00,28,0
17163.0,293.1,5,2011-11-18 08:57:00,21,0
17164.0,2466.4,145,2011-11-07 09:14:00,32,0
17165.0,158.68,10,2011-02-28 16:39:00,283,2
17166.0,189.49,14,2011-11-01 09:46:00,38,0
17169.0,816.88,60,2011-10-20 19:15:00,49,0
17171.0,224.91,16,2011-02-23 16:37:00,288,2
17172.0,313.26,16,2011-09-26 12:04:00,74,0
17173.0,3755.65,87,2011-12-04 14:40:00,4,0
17174.0,59.9,4,2011-05-06 11:47:00,217,2
17175.0,1430.94,64,2011-10-26 15:31:00,43,0
17176.0,306.13,15,2011-05-22 12:41:00,201,2
17179.0,711.79,80,2011-06-14 16:48:00,177,2
17180.0,780.38,131,2011-10-14 15:46:00,55,0
17181.0,239.92000000000002,23,2011-10-13 14:48:00,56,0
17183.0,3286.9100000000003,76,2011-12-02 10:07:00,7,0
17186.0,144.0,2,2011-10-24 10:20:00,46,0
17187.0,203.95,10,2011-04-27 12:39:00,226,2
17188.0,2275.58,89,2011-11-28 13:53:00,10,0
17189.0,384.40000000000003,61,2011-08-25 19:39:00,105,0
17190.0,249.74,20,2011-10-12 11:33:00,58,0
17191.0,2095.13,237,2011-11-11 16:58:00,27,0
17193.0,1674.46,35,2011-11-04 12:47:00,35,0
17194.0,262.62,29,2011-03-11 12:05:00,273,2
17197.0,1013.01,29,2011-11-10 10:32:00,29,0
17198.0,692.22,96,2011-11-16 10:39:00,23,0
17201.0,342.63,40,2011-10-17 11:55:00,53,0
17203.0,3563.85,152,2011-11-04 12:27:00,35,0
17204.0,1352.91,67,2011-06-23 13:54:00,168,2
17205.0,384.08,13,2011-10-17 12:46:00,53,0
17206.0,204.24,7,2011-10-17 13:25:00,52,0
17211.0,2299.67,213,2011-11-13 12:03:00,26,0
17212.0,226.85,4,2011-03-31 19:42:00,252,2
17213.0,2741.08,164,2011-10-30 14:53:00,39,0
17214.0,984.12,104,2011-10-10 13:17:00,59,0
17217.0,113.5,9,2011-04-19 17:19:00,233,2
17218.0,1960.72,274,2011-12-05 13:52:00,3,0
17219.0,114.23,25,2011-11-08 11:25:00,31,0
17220.0,3198.25,472,2011-11-15 13:47:00,23,0
17221.0,335.13,63,2011-12-02 13:35:00,6,0
17222.0,354.15,28,2011-10-05 13:58:00,64,0
17223.0,426.79,49,2011-02-02 15:57:00,309,2
17226.0,393.49,21,2011-02-04 11:52:00,308,2
17227.0,939.32,47,2011-11-21 10:51:00,18,0
17228.0,1906.09,208,2011-11-24 10:24:00,15,0
17229.0,318.76,47,2011-09-04 13:56:00,95,0
17230.0,3466.67,73,2011-03-20 16:12:00,263,2
17231.0,3127.82,546,2011-11-27 15:18:00,11,0
17232.0,421.52,36,2011-12-07 12:21:00,2,0
17233.0,190.88,25,2011-11-04 14:06:00,34,0
17234.0,149.89000000000001,14,2011-06-10 11:20:00,182,2
17235.0,550.06,29,2011-11-14 15:51:00,24,0
17236.0,916.13,105,2011-11-27 12:00:00,12,0
17237.0,314.69,19,2011-11-28 15:02:00,10,0
17238.0,3744.65,566,2011-12-07 11:35:00,2,0
17239.0,379.95,16,2011-01-31 09:41:00,312,2
17242.0,1135.04,40,2011-08-23 14:55:00,107,0
17243.0,8628.55,407,2011-12-08 13:26:00,0,0
17244.0,954.9,31,2011-10-17 15:19:00,52,0
17245.0,171.45,9,2011-05-19 10:43:00,204,2
17247.0,282.19,55,2011-11-24 15:21:00,14,0
17248.0,318.65,69,2011-08-11 13:34:00,119,0
17250.0,384.52,57,2011-12-06 12:15:00,3,0
17251.0,283.28000000000003,39,2010-12-12 11:06:00,362,2
17252.0,353.86,87,2011-08-15 09:45:00,116,0
17253.0,178.26,18,2011-11-21 12:59:00,17,0
17254.0,272.44,112,2011-12-05 12:46:00,4,0
17255.0,298.41,78,2011-10-30 12:18:00,40,0
17256.0,240.0,16,2011-08-24 13:30:00,106,0
17259.0,603.37,124,2011-07-14 15:01:00,147,2
17262.0,1253.3600000000001,12,2011-10-18 12:56:00,51,0
17263.0,63.440000000000005,23,2011-05-15 14:32:00,207,2
17265.0,562.9,127,2011-07-24 10:49:00,138,0
17266.0,310.64,80,2011-12-07 14:12:00,1,0
17267.0,317.62,38,2011-08-04 17:22:00,126,0
17268.0,763.64,6,2011-08-24 10:06:00,107,0
17272.0,2144.53,116,2011-10-28 16:37:00,41,0
17274.0,111.97999999999999,27,2011-11-04 13:16:00,34,0
17277.0,1065.3500000000001,69,2011-04-26 12:47:00,227,2
17278.0,246.04,15,2011-04-12 13:10:00,240,2
17279.0,187.82999999999998,9,2011-10-13 11:58:00,57,0
17282.0,1703.41,94,2011-08-01 14:29:00,129,0
17284.0,1641.68,294,2011-10-10 14:38:00,59,0
17286.0,153.92,45,2011-11-18 12:47:00,21,0
17287.0,1064.11,124,2011-11-13 13:27:00,25,0
17288.0,1419.73,142,2011-11-30 16:09:00,8,0
17289.0,936.16,112,2011-11-08 12:01:00,31,0
17290.0,525.24,102,2011-12-06 12:38:00,3,0
17291.0,550.8000000000001,1,2011-02-04 13:04:00,307,2
17293.0,1875.1100000000001,135,2011-12-01 14:37:00,7,0
17295.0,556.95,69,2011-11-11 10:49:00,28,0
17297.0,131.78,51,2011-11-22 14:43:00,16,0
17298.0,498.42,30,2011-08-30 16:43:00,100,0
17299.0,669.11,57,2011-11-28 12:01:00,11,0
17301.0,197.63,66,2011-11-18 13:43:00,20,0
17302.0,1119.93,81,2011-11-25 09:36:00,14,0
17303.0,250.04,53,2010-12-13 13:32:00,360,2
17306.0,8600.73,69,2011-11-29 12:14:00,10,0
17307.0,-152.64000000000001,1,2010-12-09 15:24:00,364,2
17309.0,82.75,12,2011-09-05 15:20:00,94,0
17311.0,1384.85,55,2011-09-22 14:11:00,77,0
17312.0,644.3,14,2011-07-24 11:52:00,138,2
17313.0,2288.13,28,2011-11-22 09:23:00,17,0
17314.0,2514.76,136,2011-11-15 09:41:00,24,0
17315.0,6204.46,487,2011-12-09 11:58:00,0,0
17317.0,2524.02,11,2011-10-24 17:26:00,45,0
17320.0,1200.6200000000001,73,2011-08-31 13:31:00,99,0
17321.0,700.86,107,2011-12-01 13:41:00,7,0
17323.0,908.99,204,2011-11-24 17:29:00,14,0
17324.0,990.23,50,2011-11-22 10:34:00,17,0
17325.0,96.8,6,2011-03-04 13:09:00,279,2
17329.0,523.11,33,2011-11-25 14:24:00,13,0
17330.0,363.9,6,2011-11-17 08:56:00,22,0
17331.0,175.2,1,2011-08-08 11:55:00,123,0
17333.0,494.25,28,2011-09-15 10:11:00,85,0
17334.0,306.6,12,2011-02-11 16:34:00,300,2
17337.0,1944.32,548,2011-07-11 14:56:00,150,0
17338.0,6612.18,757,2011-11-22 14:23:00,16,0
17339.0,243.36,9,2011-09-06 13:29:00,93,0
17340.0,11891.18,424,2011-11-30 17:12:00,8,0
17341.0,781.36,183,2011-07-06 12:33:00,156,2
17343.0,193.64,17,2010-12-19 15:07:00,354,2
17344.0,160.57,32,2011-10-24 12:56:00,45,0
17345.0,537.74,87,2011-11-24 15:03:00,14,0
17346.0,2611.58,503,2011-12-06 12:18:00,3,0
17347.0,228.96,1,2011-09-14 13:12:00,85,0
17348.0,1159.52,215,2011-11-25 11:25:00,14,0
17349.0,110.75,9,2011-06-13 14:29:00,178,2
17350.0,1256.19,72,2011-12-01 15:47:00,7,0
17351.0,587.15,27,2011-11-03 18:45:00,35,0
17353.0,1740.0,8,2011-08-02 17:19:00,128,0
17354.0,1393.06,16,2011-10-20 10:34:00,50,0
17356.0,178.22,19,2011-02-01 11:07:00,311,2
17357.0,388.14,45,2011-11-15 16:30:00,23,0
17358.0,365.85,59,2011-02-09 16:57:00,302,2
17359.0,127.86,15,2011-11-28 14:37:00,10,0
17360.0,585.79,132,2011-11-22 13:11:00,16,0
17361.0,488.2,29,2011-10-21 15:43:00,48,0
17362.0,312.23,35,2011-04-14 14:43:00,238,2
17364.0,4455.73,414,2011-12-09 09:00:00,0,0
17365.0,4801.56,468,2011-11-27 12:13:00,12,0
17367.0,168.4,34,2011-04-15 14:21:00,237,2
17368.0,1349.52,128,2011-11-16 15:26:00,22,0
17370.0,446.18,33,2011-09-28 10:14:00,72,0
17371.0,423.89,87,2011-11-22 13:30:00,16,0
17372.0,1342.68,253,2011-10-30 11:37:00,40,0
17373.0,646.92,57,2011-10-30 15:28:00,39,0
17374.0,495.77,28,2011-05-05 09:05:00,218,2
17375.0,372.5,71,2011-06-02 17:30:00,189,2
17376.0,203.2,24,2011-09-30 12:36:00,70,0
17377.0,3925.92,419,2011-11-16 11:17:00,23,0
17379.0,404.66,83,2011-11-28 13:56:00,10,0
17381.0,20272.43,110,2011-12-01 11:59:00,8,0
17382.0,65.4,2,2011-10-05 13:05:00,64,0
17383.0,199.29,51,2011-12-05 17:36:00,3,0
17384.0,336.4,15,2011-11-20 15:48:00,18,0
17385.0,261.11,47,2011-11-25 11:02:00,14,0
17386.0,2686.42,28,2011-12-02 11:28:00,7,0
17387.0,784.11,78,2011-11-20 11:00:00,19,0
17388.0,1259.56,15,2011-09-23 10:31:00,77,0
17389.0,31300.079999999998,224,2011-12-09 09:38:00,0,0
17391.0,508.8,3,2011-06-29 09:58:00,163,2
17392.0,457.91,62,2011-02-06 12:48:00,306,2
17394.0,203.86999999999998,4,2011-05-04 13:22:00,218,2
17396.0,7330.8,27,2011-10-31 14:12:00,38,0
17397.0,696.41,92,2011-11-17 14:08:00,21,0
17398.0,653.38,38,2011-08-17 09:48:00,114,0
17400.0,2129.96,213,2011-08-05 15:38:00,125,0
17402.0,2633.85,59,2011-12-05 10:15:00,4,0
17403.0,281.62,33,2011-11-03 15:18:00,35,0
17404.0,30300.82,201,2011-12-05 16:26:00,3,0
17405.0,967.22,94,2011-12-08 17:12:00,0,0
17406.0,1928.72,116,2011-01-13 12:52:00,329,2
17408.0,32.65,2,2011-06-29 12:53:00,162,2
17409.0,771.85,13,2011-06-08 10:36:00,184,2
17410.0,1214.72,64,2011-11-23 15:46:00,15,0
17411.0,748.94,43,2011-11-27 14:25:00,11,0
17412.0,1258.06,66,2011-12-07 11:36:00,2,0
17414.0,778.0,6,2011-10-27 12:13:00,43,0
17415.0,507.84,14,2011-09-21 12:50:00,79,0
17416.0,6838.34,271,2011-11-10 12:47:00,29,0
17418.0,463.46000000000004,30,2011-10-28 13:00:00,41,0
17419.0,4200.97,208,2011-11-28 13:47:00,10,0
17420.0,598.83,30,2011-10-20 14:52:00,49,0
17422.0,1853.1299999999999,135,2011-11-23 13:27:00,15,0
17423.0,663.63,28,2011-10-25 16:49:00,44,0
17425.0,759.17,43,2011-11-20 15:30:00,18,0
17426.0,5022.26,272,2011-12-05 16:12:00,3,0
17427.0,100.8,2,2011-09-29 11:29:00,71,0
17428.0,17078.45,343,2011-12-09 09:45:00,0,0
17429.0,512.12,42,2011-08-11 10:13:00,120,0
17430.0,265.76,14,2011-11-07 09:24:00,32,0
17431.0,403.3,43,2011-01-30 14:36:00,312,2
17432.0,365.76,48,2011-11-21 17:33:00,17,0
17433.0,303.15999999999997,54,2011-09-12 14:24:00,87,0
17434.0,2333.42,138,2011-12-07 13:16:00,1,0
17436.0,216.29999999999998,9,2011-12-08 12:30:00,1,0
17438.0,378.3,19,2011-04-06 17:16:00,246,2
17440.0,177.1,8,2011-07-15 10:36:00,147,2
17442.0,2210.2599999999998,140,2011-11-10 14:54:00,28,0
17443.0,534.24,1,2011-05-04 10:47:00,219,2
17444.0,2940.04,135,2011-07-15 12:05:00,147,0
17446.0,120.9,9,2011-06-16 10:42:00,176,2
17447.0,541.53,36,2011-10-30 14:18:00,39,0
17448.0,-4287.63,1,2011-07-18 12:26:00,144,2
17449.0,2504.86,279,2011-12-07 16:56:00,1,0
17450.0,187482.17,351,2011-12-01 13:29:00,7,1
17451.0,1648.95,107,2011-12-08 15:02:00,0,0
17453.0,486.71999999999997,19,2011-11-22 09:42:00,17,0
17454.0,517.53,61,2011-05-31 13:58:00,191,2
17455.0,131.7,8,2011-05-20 12:31:00,203,2
17456.0,249.86,17,2010-12-09 15:23:00,364,2
17457.0,1737.7,19,2011-08-05 12:48:00,126,0
17458.0,316.5,54,2011-11-24 13:01:00,14,0
17459.0,657.3,111,2011-10-27 13:25:00,42,0
17460.0,452.63,37,2011-09-22 10:58:00,78,0
17461.0,757.46,111,2011-11-17 10:21:00,22,0
17462.0,662.94,28,2011-10-19 13:36:00,50,0
17463.0,1881.36,219,2011-11-23 13:40:00,15,0
17464.0,289.96000000000004,9,2011-07-04 13:19:00,157,2
17466.0,763.28,41,2011-11-29 13:15:00,9,0
17468.0,137.0,5,2011-11-29 15:33:00,9,0
17469.0,1843.06,90,2011-11-23 13:15:00,15,0
17470.0,1125.07,78,2011-10-26 12:42:00,44,0
17472.0,710.29,181,2011-06-01 14:57:00,190,2
17475.0,194.37,14,2011-09-21 14:55:00,78,0
17480.0,506.51,31,2011-09-27 10:21:00,73,0
17481.0,1249.34,83,2011-12-06 12:28:00,3,0
17483.0,414.04,21,2011-10-05 13:10:00,64,0
17486.0,396.87,24,2011-03-23 14:00:00,260,2
17489.0,376.64,29,2011-10-12 08:56:00,58,0
17490.0,1926.8799999999999,86,2011-12-09 09:08:00,0,0
17491.0,3541.92,110,2011-12-08 16:18:00,0,0
17492.0,374.57,12,2011-04-05 15:21:00,247,2
17495.0,497.56,27,2011-12-02 12:08:00,7,0
17496.0,271.05,10,2010-12-16 08:39:00,358,2
17498.0,272.22,17,2011-09-25 12:25:00,75,0
17499.0,622.88,40,2011-02-23 09:14:00,289,2
17500.0,1138.0,5,2011-11-22 14:25:00,16,0
17501.0,288.6,18,2011-05-03 09:47:00,220,2
17502.0,689.1,28,2011-11-30 13:13:00,8,0
17503.0,558.96,38,2011-12-07 09:18:00,2,0
17504.0,2745.2799999999997,140,2011-05-17 12:59:00,205,2
17505.0,1145.84,52,2011-07-01 12:50:00,161,2
17506.0,294.29,16,2011-09-30 12:54:00,69,0
17507.0,605.58,88,2011-03-23 11:48:00,261,2
17508.0,387.31,22,2011-03-04 08:10:00,280,2
17509.0,6100.74,369,2011-10-13 12:16:00,57,0
17510.0,308.48,20,2011-11-15 10:00:00,24,0
17511.0,88125.38,1076,2011-12-07 10:12:00,2,1
17512.0,2920.04,106,2011-11-11 12:11:00,28,0
17513.0,513.2,6,2011-09-28 16:42:00,71,0
17514.0,208.65,40,2011-08-03 15:45:00,127,0
17515.0,639.02,87,2011-11-08 14:04:00,30,0
17516.0,768.08,137,2011-11-24 16:51:00,14,0
17517.0,153.94,11,2011-02-04 11:48:00,308,2
17519.0,1839.07,83,2011-11-22 16:43:00,16,0
17520.0,546.81,30,2011-10-17 12:04:00,53,0
17521.0,721.9599999999999,46,2011-11-15 14:00:00,23,0
17522.0,1070.71,73,2011-12-08 12:31:00,1,0
